datetime,title,crime_type,address,zip
2016-01-20T10:00:00-05:00,Roslindale man who keeps getting arrested on drug and weapons charges gets arrested on drug and weapons charges,Illegal gun possession,48 Colberg Ave.,02131
2016-01-19T14:30:00-05:00,Two shot at Maverick T stop,Shooting,220 Sumner St.,02128
2016-01-19T10:35:00-05:00,"Back in the day, kids used lanyards for keys or IDs",Illegal gun possession,14 Quincy St.,02113
2016-01-18T21:05:00-05:00,Armed robbery in the Fenway,Armed robbery,Hemenway St and Westland Ave.,02115
2016-01-16T22:15:00-05:00,Person shot in the leg in Fields Corner,Gunfire,Geneva Ave. and Vinson St.,02124
2016-01-16T02:00:00-05:00,The bouncer thought he&#039;d been punched and ran after his attacker; then he noticed the blood,Stabbing,174 Lincoln St.,02111
2016-01-14T22:40:00-05:00,Police: Man tries to emphasize a point in a Mattapan argument by waving a loaded gun around,Illegal gun possession,Seminole St.,02126
2016-01-14T16:00:00-05:00,Gunman takes man&#039;s laptop - and his jacket,Armed robbery,Corwin St. and Arcadia St.,02122
2016-01-13T19:39:00-05:00,Man found fatally shot in Mission Hill house,Murder,55 Fenwood St.,02115
2016-01-10T01:35:00-05:00,Teen shot to death in East Boston,Shooting,144 Falcon St.,02128
2016-01-08T22:05:00-05:00,Police: Woman tearfully said purse with gun in her lap wasn&#039;t hers but made no similar claim about gun in her underwear,Illegal gun possession,43 Oldfields Rd.,02121
2016-01-08T21:30:00-05:00,Man stabbed repeatedly in Dorchester,Stabbing,12 York St.,02121
2016-01-08T10:25:00-05:00,Boston police officer shot in the leg in Dorchester,Shooting,33 Mt. Bowdoin Terrace,02121
2016-01-07T11:10:00-05:00,Gunfire racks Codman Square intersection,Gunfire,Kenwood St. and Washington St.,02124
2016-01-06T15:00:00-05:00,Dorchester man charged with holding up Lower Mills bank,Bank robbery,2250 Dorchester Ave.,02124
2016-01-03T19:40:00-05:00,Dorchester market robbed at gunpoint,Armed robbery,760 Washington St.,02111
2016-01-01T16:14:00-05:00,Armed robbery and pistol whipping near Egleston Square; three teens arrested,Armed robbery,Walnut Park and Walnut Ave.,02119
2016-01-01T06:45:00-05:00,Woman sexually attacked at knifepoint in Dorchester,Sexual attack,Annabel St. and Columbia Rd.,02125
2016-01-01T05:30:00-05:00,Woman shot in Dorchester,Shooting,Norfolk St. and Talbot Ave.,02124
2016-01-01T02:00:00-05:00,"Gotterdammerung on Congress Street: Man yelling about end times punches cop in face, police say",Assault and battery,1 City Hall Sq.,02108
2015-12-30T23:00:00-05:00,Man shot in East Boston,Shooting,Decatur St and Border St.,02128
2015-12-30T22:05:00-05:00,Person shot in the leg in Dorchester,Shooting,Gleason St.,02121
2015-12-30T19:05:00-05:00,Woman robbed at gunpoint in Dorchester,Armed robbery,Sawyer Ave. and Pleasant St.,02125
2015-12-30T17:05:00-05:00,Woman robbed at gunpoint in Roslindale,Armed robbery,Bradeen St.,02131
2015-12-30T13:40:00-05:00,Three arrested for armed holdup in Dorchester after brief high-speed chase up Morrissey Boulevard,Armed robbery,Bay St.,02125
2015-12-29T08:47:00-05:00,"Two shot in Mattapan, one dead",Murder,23 Wilmore St.,02126
2015-12-28T22:15:00-05:00,Manhunt shuts Orange Line in Charlestown,Illegal gun possession,Putnam St.,02128
2015-12-27T20:30:00-05:00,Person shot in the chest in Mattapan,Shooting,63 Rosewood St.,02126
2015-12-27T17:20:00-05:00,Armed robbery at Roslindale market,Armed robbery,165 Belgrade Ave.,02131
2015-12-27T16:00:00-05:00,Person found stabbed inside Jackson Square T stop; Bromley-Heath building also investigated,Stabbing,277 Centre St.,02130
2015-12-26T21:10:00-05:00,Armed home invasion in Dorchester,Armed home invasion,193 Norfolk St.,02124
2015-12-26T21:00:00-05:00,"Gunfire leaves house, two cars with bullet holes in Dorchester",Gunfire,21 Ellington St.,02121
2015-12-26T20:35:00-05:00,Man shot in the leg in Charlestown,Shooting,160 Bunker Hill St.,02129
2015-12-26T19:25:00-05:00,Teen shot in Dorchester,Shooting,Stratton St.,02124
2015-12-26T09:34:00-05:00,Man stabbed in Day Square,Stabbing,282 Bennington St.,02128
2015-12-25T17:30:00-05:00,Woman shot in the thigh in Roxbury,Shooting,14 Circuit St.,02119
2015-12-25T06:30:00-05:00,Three charged with Christmas home invasion in East Boston,Armed home invasion,1115 Saratoga St.,02128
2015-12-23T18:15:00-05:00,Man shot in the leg on Tremont Street at Mass. Ave. in the South End,Shooting,771 Tremont St.,02118
2015-12-23T15:45:00-05:00,Two shot at Bromley-Heath,Shooting,277 Centre St.,02130
2015-12-21T21:45:00-05:00,Man shot in Roxbury,Shooting,Dale St. and Sherman St.,02119
2015-12-21T21:00:00-05:00,Person stabbed in Roxbury,Stabbing,Highland St. and Dorr St.,02119
2015-12-21T09:00:00-05:00,DA: Men arrested over weekend on gun charges beat another man in court lockup this morning,Assault and battery,510 Washington St.,02111
2015-12-20T21:42:00-05:00,Person shot several times in Jamaica Plain,Shooting,Gay Head St. and Minden St.,02130
2015-12-20T13:30:00-05:00,Man robbed at gunpoint in Fields Corner parking lot,Armed robbery,1440 Dorchester Ave.,02122
2015-12-19T12:15:00-05:00,"Police: Two guys with a gun get into cab; officers follow until the driver commits a traffic violation, then pull the cab over",Illegal gun possession,150 Norwell St.,02121
2015-12-18T16:00:00-05:00,Teen shot to death on Annunciation Road,Murder,60 Annunciation Rd.,02120
2015-12-18T10:32:00-05:00,Fields Corner bank robber strikes again,Bank robbery,217 Adams St.,02122
2015-12-17T13:30:00-05:00,Police: Orange Line riders break up man&#039;s indecent assault on a woman,Indecent assault and battery,Washington St. and Summer St.,02108
2015-12-16T21:50:00-05:00,Man found shot after gunfire just off Mass. Ave. and Harrison,Gunfire,Northampton St. and Reed St.,02118
2015-12-16T20:45:00-05:00,Causeway Street 7-Eleven robbed at knifepoint,Armed robbery,91 Causeway St.,02114
2015-12-16T15:00:00-05:00,Woman sought for bank robberies in Fields Corner and downtown,Bank robbery,1442 Dorchester Ave.,02122
2015-12-15T11:55:00-05:00,Teen charged with shooting at group of people in front of Roxbury court,Gunfire,85 Warren St.,02129
2015-12-14T13:45:00-05:00,Police use pepper spray to disarm man they say was menacing people with a large serving fork,Assault with a dangerous weapon,1960 Washington St.,02118
2015-12-14T13:37:00-05:00,Man sought for Fields Corner bank robbery,Bank robbery,1440 Dorchester Ave.,02122
2015-12-11T14:15:00-05:00,Mid-day gunfire in Dorchester,Gunfire,Wilmington Ave. and Nevada St.,02124
2015-12-09T20:22:00-05:00,Man sitting in car shot to death in Dorchester,Murder,120 Southern Ave.,02124
2015-12-09T01:30:00-05:00,Man fatally shot in the chest in the South End,Murder,17B Aguadilla St.,02118
2015-12-08T00:30:00-05:00,Man stabbed to death in Dorchester,Murder,5 Nightingale St.,02124
2015-12-07T22:24:00-05:00,Shots fired in Dorchester,Gunfire,Dacia St. and Woodcliff St.,02125
2015-12-06T15:15:00-05:00,Shots fired in the South End,Gunfire,89 W. Springfield St.,02118
2015-12-06T00:55:00-05:00,Teen slashed in East Boston,Stabbing,Ashley St. and Breed St.,02128
2015-12-05T23:10:00-05:00,Man shot in the face in Roxbury,Shooting,Kerr Way,02120
2015-12-05T23:00:00-05:00,Person shot in Dorchester,Shooting,3 Elm St.,02129
2015-12-05T20:25:00-05:00,"Man shot repeatedly in South Boston, dies",Murder,425 Old Colony Ave.,02127
2015-12-03T19:00:00-05:00,Beverly man charged with throwing beer bottle at T worker at Haymarket,,Congress St. and New Sudbury St.,02108
2015-12-02T11:30:00-05:00,Police: Foreigner just loves that dirty water - and drugs and guns,Illegal gun possession,276 Adams St.,02122
2015-11-30T12:20:00-05:00,Teen shot outside O&#039;Bryant School,Shooting,55 Malcolm X. Blvd,02120
2015-11-29T00:52:00-05:00,Police: Loud party in Dorchester ends with cops ordering everybody to the ground after gun discovered,Illegal gun possession,42 Norton St.,02125
2015-11-27T10:00:00-05:00,"If you can&#039;t do the time, then don&#039;t wear the lime",Armed robbery,194 Dudley St.,02119
2015-11-27T02:10:00-05:00,Early morning gunfire in Dorchester,Gunfire,Harvard St. and Algonquin St.,02124
2015-11-27T01:30:00-05:00,Police investigate possible attack outside Pi Alley bar,Stabbing,14 Pi Alley,02108
2015-11-26T02:00:00-05:00,"Shooting outside Fenway bar leaves one dead, three injured",Murder,19 Yawkey Way,02215
2015-11-26T02:00:00-05:00,"One shot, one stabbed in Allston",Shooting,Brighton Ave. and Harvard Ave.,02134
2015-11-25T15:05:00-05:00,"Cars, no people hit as gunfire erupts in Roxbury",Gunfire,Dearborn St. and Eustis St.,02119
2015-11-24T19:00:00-05:00,Five face charges over alleged sale of rifle in Roslindale parking lot,Illegal gun possession,718 American Legion Hwy,02131
2015-11-21T22:15:00-05:00,Man found shot in Roslindale cemetery,Shooting,427 Cummins Hwy,02131
2015-11-21T01:10:00-05:00,East Boston man says he has good alibi for Dorchester gun charges: He&#039;s blind,Illegal gun possession,Columbia Rd. and Washington St.,02121
2015-11-21T00:05:00-05:00,JP man arrested after gunfire in Roxbury,Gunfire,1176 Tremont St.,02120
2015-11-20T17:55:00-05:00,Two shot on Centre Street in Jamaica Plain; one dead,Murder,Centre St. and Wyman St.,02130
2015-11-19T23:30:00-05:00,Man found unconscious and bleeding at Roxbury bus stop; police hunt his attacker and a woman seen rifling through his pockets as he lay there,Assault and battery,Wshington St. and E. Lenox St.,02118
2015-11-19T21:15:00-05:00,Egleston Square argument ends with stabbing,Stabbing,11 Dixwell St.,02119
2015-11-19T16:50:00-05:00,Feds: Portable police-radio scanner didn&#039;t help Brighton bank robber with a 40-year record evade police,Bank robbery,391 Market St.,02135
2015-11-18T17:50:00-05:00,Shots fired on Columbus Avenue,Gunfire,Columbus Ave. and Dimock St.,02119
2015-11-17T15:00:00-05:00,Woman stabbed in Mattapan apartment building,Stabbing,435 River St.,02126
2015-11-16T18:40:00-05:00,"Guy tries, fails to hold up Truman Parkway store at knifepoint",Attempted armed robbery,674 Truman Parkway,02136
2015-11-16T12:40:00-05:00,Dorchester teacher robbed at knifepoint outside her school,Armed robbery,Columbia Rd. and Intervale St.,02121
2015-11-14T21:30:00-05:00,Police: Dorchester teen arrested with loaded gun at Bromley-Heath,Illegal gun possession,277 Centre St.,02130
2015-11-14T00:15:00-05:00,Shots fired in Roslindale,Gunfire,3 Beram Ave.,02131
2015-11-12T09:00:00-05:00,Mattapan man charged as fentanyl dealer,Illegal drug possession,20 Regis Rd.,02126
2015-11-12T06:00:00-05:00,DA: Dorchester man who has pursued life of violent crime gets arrested again,Illegal gun possession,15 Abbott St.,02124
2015-11-10T21:30:00-05:00,"Man hit in the back of the head, robbed at gunpoint in the South End",Armed robbery,W. Rutland Park,02118
2015-11-09T13:15:00-05:00,Gallivan Boulevard bank held up for second time in less than a month,Bank robbery,780 Gallivan Blvd.,02122
2015-11-08T19:00:00-05:00,Police: Officers dragged 100 yards by car driven by man they&#039;d just pulled over in Dorchester,Assault and battery with a dangerous weapon,Stratton St. and Westview St.,02124
2015-11-08T01:40:00-05:00,Roslindale bar rolls back last call after closing-hour fights; other bars also report closing-time violence,Assault and battery with a dangerous weapon,4187 Washington St.,02131
2015-11-06T22:35:00-05:00,Man opens fire in Roxbury,Gunfire,Wardman Rd. and Westminster Ave.,02119
2015-11-06T09:07:00-05:00,Police say 11-year-old girl indecently attacked in South Boston by apologetic man,Indecent assault and battery,1 Gavin Way,02127
2015-11-06T06:00:00-05:00,Police: Sunrise predator going after women near the Savin Hill T stop,Indecent assault and battery,130 Auckland St.,02125
2015-11-05T19:00:00-05:00,Person stabbed in lower Roxbury,Stabbing,60 Camden St.,02118
2015-11-05T16:30:00-05:00,Shots fired off Melnea Cass Boulevard,Gunfire,73 Windsor St.,02120
2015-11-04T15:30:00-05:00,South End crash sends two elderly pedestrians to the hospital in bad shape,Crash,Tremont St. and W. Brookline St.,02118
2015-11-03T00:15:00-05:00,Man shot to death in Dorchester,Murder,15 Shepton St.,02124
2015-11-02T14:50:00-05:00,"Criminal pro tip: If you&#039;ve nicked yourself shaving, you might want to put off that bank robbery you&#039;d been planning",Bank robbery,441 W. Broadway,02127
2015-11-02T03:15:00-05:00,Police: Teen with loaded gun gets into argument with man in Fields Corner; officers intervene before he can use it,Illegal gun possession,Dorchester Ave. and Faulkner St.,02122
2015-11-01T17:40:00-05:00,Shots fired near Edward Everett Square,Gunfire,14 Elder St.,02125
2015-11-01T16:30:00-05:00,Person shot near Franklin Field,Shooting,20 Stratton St.,02124
2015-10-31T20:00:00-04:00,Alleged gun-packing gangbanger unable to outrun fleet-footed lawman in the South End,Illegal gun possession,Tremont St. and Aguadilla St.,02118
2015-10-30T18:35:00-04:00,East Boston bank held up,Bank robbery,1 Bennington St.,02128
2015-10-29T01:00:00-04:00,Man stabbed in the neck outside the Point bar,Stabbing,Marshall St. and Hanover St.,02108
2015-10-28T15:10:00-04:00,Man shot at Whittier Street apartments in incident that started at Ruggles T stop,Shooting,Tremont St. and Ruggles St.,02120
2015-10-26T22:00:00-04:00,Two tossed in lockup on charges they robbed a man of his salad at gunpoint outside Savin Hill T stop,Armed robbery,121 Savin Hill Ave.,02125
2015-10-25T02:21:00-04:00,Woman slashed in fight with knife-wielding purse snatcher in Fenway,Assault and battery with a dangerous weapon,137 Park Dr.,02215
2015-10-24T12:40:00-04:00,Police: Woman fatally shoots relative in the head in Hyde Park,Murder,239 Wood Ave.,02136
2015-10-23T12:01:00-04:00,Hoodie-wearing robber strikes another Boston bank,Bank robbery,780 Gallivan Blvd.,02122
2015-10-22T21:15:00-04:00,Three stabbed in Dorchester,Stabbing,95 Bloomfield St.,02124
2015-10-22T15:30:00-04:00,Person stabbed outside Jackson Square T stop,Murder,Centre St. and Lamartine St.,02130
2015-10-22T11:55:00-04:00,Man shot to death in Brighton,Murder,124 Telford St. Extension,02135
2015-10-22T10:40:00-04:00,Police: Teen tried to sneak loaded gun into Dorchester school,Illegal weapons possession,9 Peacevale Rd.,02124
2015-10-19T23:55:00-04:00,Three Lawrence men charged with two armed robberies in the North End,Armed robbery,North St. and Cross St.,02109
2015-10-18T02:00:00-04:00,BU student sexually assaulted in her dorm room,Sexual attack,33 Harry Agganis Way,02215
2015-10-17T22:45:00-04:00,Food-delivery guy robbed at gunpoint in Mattapan,Armed robbery,Orchard St. and Vanderbilt St.,02126
2015-10-17T13:00:00-04:00,Guy in hoodie sought for East Boston bank robbery,Bank robbery,246 Border St.,02128
2015-10-17T12:51:00-04:00,SWAT team helps arrest Hyde Park man in JP on charges he fired gun in Roxbury,Gunfire,208 Hampden St.,02119
2015-10-16T22:20:00-04:00,Car shot up in South Boston,Gunfire,19 Gavin Way,02127
2015-10-16T20:10:00-04:00,"Police: When confronted by officers pointing real guns at him, man refused to drop the fake gun he&#039;d been waving in an argument",Assault with a dangerous weapon,Roxbury St. and Malcolm X Blvd.,02119
2015-10-16T09:00:00-04:00,Back Bay market robbed this morning,Unarmed robbery,21 Massachusetts Ave.,02115
2015-10-16T07:55:00-04:00,"Argument leads to gunfire outside Forest Hills station; Orange Line service, roads were shut",Gunfire,Asticou Rd. and Washington St.,02130
2015-10-15T23:15:00-04:00,Person shot in the back on Shawmut Avenue,Shooting,617 Shawmut Ave.,02118
2015-10-15T22:10:00-04:00,Gunfire a couple blocks from B3 police station,Gunfire,12 Havelock St.,02124
2015-10-14T02:20:00-04:00,"Man shot at on Washington Street at West Roxbury/Roslindale line, suffers only finger injury",Shooting,4740 Washington St.,02132
2015-10-13T22:00:00-04:00,Person stabbed in Ashmont station,Stabbing,1900 Dorchester Ave.,02124
2015-10-09T22:00:00-04:00,Car shot up in Codman Square,Gunfire,37 W. Tremlett St.,02124
2015-10-09T15:05:00-04:00,Beacon Hill bank held up at gunpoint; two arrested while trying to make their getaway in a taxi,Bank robbery,80 Charles St.,02114
2015-10-08T23:00:00-04:00,Man charged with trying to set two sleeping homeless men on fire in Downtown Crossing,Attempted murder,41 West St.,02111
2015-10-08T15:30:00-04:00,Man stabbed repeatedly at Park and Tremont,Stabbing,Park St. and Tremont St.,02108
2015-10-07T21:30:00-04:00,Three stabbed in argument over dog at West Roxbury market,Stabbing,243 Grove St.,02132
2015-10-06T16:35:00-04:00,Gunfire at Humboldt Avenue and Hutchings Street in Roxbury,Gunfire,76 Hutchings St.,02121
2015-10-05T02:40:00-04:00,Man stabbed in chest in Dorchester robbery,Stabbing,Harvard St. and  Paxton St.,02124
2015-10-04T21:00:00-04:00,Man charged with beating pal nearly to death at Back Bay station; victim lay there for several hours,Assault and battery with a dangerous weapon,145 Dartmouth St.,02116
2015-10-04T04:12:00-04:00,Man shot at Bromley-Heath,Shooting,900 Parker St.,02130
2015-10-03T23:25:00-04:00,Man sliced in attack in East Boston market,Stabbing,140 Princeton St.,02128
2015-10-02T20:30:00-04:00,Northeastern student robbed at gunpoint,Armed robbery,96 Fenway,02115
2015-10-02T18:10:00-04:00,Man shot in the back at Franklin Field,Shooting,5 Ames Way,02124
2015-09-30T22:10:00-04:00,Man shot in East Boston,Shooting,130 Sumner St.,02128
2015-09-30T14:10:00-04:00,South End bank held up by two guys with a gun,Bank robbery,540 Tremont St.,02116
2015-09-30T04:05:00-04:00,Man shot to death in Hyde Park,Murder,493 Huntington Ave.,02115
2015-09-30T01:15:00-04:00,"Police know that two men wound up stabbed in Egleston Square early one September morning, but not much else",Stabbing,3171 Washington St.,02130
2015-09-29T00:45:00-04:00,Police: Allston highwayman slices and gnaws victim; apologizes when caught,Armed robbery,Ashford St. and Chester St.,02134
2015-09-28T20:35:00-04:00,Man shot in Roxbury,Shooting,26 Albion St.,02119
2015-09-28T15:00:00-04:00,Man sought for bank robbery near South Station,Bank robbery,One Financial Center,02110
2015-09-28T12:30:00-04:00,"DA: Dorchester teen charged with gun possession has bail reduced, gets out, promptly gets arrested on new gun charge",Illegal gun possession,8 Rozella St.,02122
2015-09-28T04:55:00-04:00,Early morning shooting on Columbia Road sends one to the hospital,Shooting,450 Columbia Rd.,02125
2015-09-27T23:00:00-04:00,"Woman robbed, raped at knifepoint in Dorchester",Rape,Dorchester Ave. and Harbor View St.,02125
2015-09-27T22:00:00-04:00,"Man caught on video in Fields Corner armed robbery may be responsible for rape on Dot. Ave. the same night, police say",Armed robbery,Ditson St. and Leroy St.,02122
2015-09-27T20:20:00-04:00,Police: Brighton carjacking suspect attacks cop who refused his demand to shoot him,Assault and battery,66 Union St.,02135
2015-09-27T02:23:00-04:00,Two restaurants and a pool hall in East Boston get a week to show what they&#039;re doing about all the stabbings outside their doors,Stabbing,19 Bennington St.,02128
2015-09-25T22:10:00-04:00,Shots fired in South Boston,Gunfire,64 Dalessio Ct.,02127
2015-09-24T14:00:00-04:00,Multiple shots fired on Blue Hill Avenue in Roxbury,Gunfire,Blue Hill Ave. and Gaston St.,02121
2015-09-23T20:40:00-04:00,Man shot to death on Intervale Street,Murder,96 Intervale St.,02121
2015-09-22T21:50:00-04:00,Bullets fly at Roxbury intersection,Gunfire,79 Dale St.,02119
2015-09-22T16:40:00-04:00,Somebody shot on Huntington Avenue in the Fenway,Shooting,319 Huntington Ave.,02115
2015-09-21T20:25:00-04:00,Shots fired in South Boston,Gunfire,W 7 St. and C St.,02127
2015-09-21T16:20:00-04:00,Police hunt man they say threatened bus driver with a screwdriver,Assault with a dangerous weapon,Blue Hill Ave. and Pasadena Rd.,02121
2015-09-20T17:15:00-04:00,Man stabbed to death in East Boston,Murder,72 Trenton St.,02128
2015-09-20T06:00:00-04:00,Gunfire behind Chinatown building,Gunfire,39 Boylston St.,02116
2015-09-20T01:40:00-04:00,Police: Man&#039;s gun goes off as he&#039;s pistol-whipping woman after Roxbury car crash; bullets don&#039;t hit her,Assault and battery with a dangerous weapon,21 Dudley St.,02119
2015-09-19T11:20:00-04:00,Gunfire erupts near scene of double murder in Egleston Square,Gunfire,Ernst St. and Bragdon St.,02119
2015-09-18T19:38:00-04:00,Shots fired on Centre Street in Jamaica Plain,Gunfire,340 Centre St.,02130
2015-09-18T12:30:00-04:00,Police: East Boston man arrested with armory that included two IEDs,Illegal gun possession,36 Eutaw St.,02128
2015-09-16T12:15:00-04:00,Man shot to death in Mission Hill parking lot near Brigham Circle,Murder,Calumet St. and Huntington Ave.,02120
2015-09-16T01:17:00-04:00,Another woman attacked at intersection near Edward Everett Square,Indecent assault and battery,Boston St. and Mayhew St.,02125
2015-09-15T00:30:00-04:00,"Police say woman forced into her Fenway apartment, attacked",Sexual attack,Queensberry St.,02215
2015-09-14T15:10:00-04:00,Roxbury intersection hit with barrage of gunfire,Gunfire,298 Dudley St.,02119
2015-09-12T22:27:00-04:00,Man shot in Roslindale,Shooting,14 Kittredge St.,02131
2015-09-11T08:45:00-04:00,Police investigate armed home invasion in Jamaica Plain,Armed home invasion,24 Walk Hill St.,02130
2015-09-10T04:40:00-04:00,Man shot to death in Roxbury,Murder,56 Holworthy St.,02121
2015-09-09T21:45:00-04:00,Two arrested for string of armed robberies from Mattapan to Brookline,Armed robbery,547 Washington St.,02111
2015-09-08T10:20:00-04:00,Jamaica Plain bank held up,Bank robbery,687 Centre St.,02130
2015-09-07T08:00:00-04:00,Man found stabbed to death on Constitution Beach,Murder,1 Rice St.,02128
2015-09-06T22:25:00-04:00,Three armed robberies in Fields Corner today may be linked,Armed robbery,1580 Dorchester Ave.,02122
2015-09-06T01:55:00-04:00,Two shot in hail of gunfire outside Fenway Park overnight,Shooting,Brookline Avenue and Yawkey Way,02215
2015-09-06T01:14:00-04:00,Man shot repeatedly in Roxbury; suspect arrested,Shooting,Dudley St. and Clarence St.,02119
2015-09-05T03:00:00-04:00,"Groper on the loose in Dorchester, South Boston",Indecent assault and battery,Boston St. and Mayhew St.,02125
2015-09-04T02:00:00-04:00,"Knife-wielding, out-of-shape purse snatcher nabbed in Allston",Armed Robbery,6 Radcliff Rd.,02134
2015-09-03T22:45:00-04:00,Dorchester street sprayed with gunfire,Gunfire,103 Intervale St.,02121
2015-09-03T14:15:00-04:00,Shots fired in Uphams Corner,Gunfire,600 Dudley St.,02125
2015-09-03T11:10:00-04:00,"One stabbed, one sliced on Mason Street downtown",Stabbing,Mason St. and Avery St.,02111
2015-09-02T23:50:00-04:00,Woman robbed at gunpoint at Mattapan/Milton line,Armed robbery,82 River St.,02126
2015-09-02T23:15:00-04:00,"Guy fires gun repeatedly at somebody on Heath Street, misses",Gunfire,154 Heath St.,02130
2015-08-31T23:40:00-04:00,Armed robbery in Brighton,Armed robbery,15 Lothian Rd.,02135
2015-08-30T20:10:00-04:00,Gunfire outside Dorchester park,Gunfire,39 Belden St.,02125
2015-08-30T03:00:00-04:00,Police investigate two sexual attacks in Allston,Indecent assault and battery,Brighton Ave. and Park Vale Ave.,02134
2015-08-29T04:15:00-04:00,"Judge orders curfew, GPS for Roslindale woman on gun charges after questioning what she was doing in Franklin Field",Illegal gun possession,70 Ames St.,02124
2015-08-29T02:40:00-04:00,"Three shot, one dead on Creston Street, Dorchester",Murder,29 Creston St.,02121
2015-08-29T01:45:00-04:00,Man shot in the face in Mattapan,Shooting,Blue Hill Ave. and Woodhaven St.,02126
2015-08-25T17:55:00-04:00,Houses strafed in Mattapan,Gunfire,Evelyn St. and Norfolk St.,02126
2015-08-24T21:55:00-04:00,Man shot in the arm in Dorchester,Shooting,Hamilton St. and Stonehurst St.,02122
2015-08-23T23:40:00-04:00,Man roughed up by guys with machetes in East Boston,Assault and battery with a dangerous weapon,144 Chelsea St.,02128
2015-08-23T23:40:00-04:00,Shots fired in Dorchester,Gunfire,53 Stockton St.,02124
2015-08-21T23:20:00-04:00,Two Blue Hill Avenue convenience stores robbed at gunpoint in 24 hours,Armed robbery,646 Blue Hill Ave.,02121
2015-08-21T09:40:00-04:00,Man hunted for St. Botolph Street carjacking and car fire,Carjacking,St. Botolph St. and Cumberland St.,02115
2015-08-19T11:25:00-04:00,Man in car shot in West Roxbury,Shooting,Spring St. and Baker St.,02132
2015-08-19T00:30:00-04:00,"South Boston brothers charged with beating, urinating on homeless man outside JFK T stop",Assault and battery with a dangerous weapon,JFK/UMass Station,02125
2015-08-18T23:10:00-04:00,"House, car shot up in Roxbury",Gunfire,67 St. Richard St.,02119
2015-08-17T23:59:00-04:00,Gunfire erupts in Uphams Corner,Gunfire,Groom St. and Humphreys St.,02125
2015-08-17T14:20:00-04:00,"Gunman opens fire outside Roxbury pool; building, but no people, hit",Gunfire,120 Martin Luther King Blvd.,02119
2015-08-16T20:30:00-04:00,"Shoeless, shirtless man with dog, two pals sought for attack outside Sullivan Square T stop",Assault and battery,1 Cambridge St.,02114
2015-08-15T23:00:00-04:00,Alleged drug dealer charged with hitting three cops with her car in escape attempt,Assault and battery with a dangerous weapon,Walnut Ave. and Humboldt Ave.,02119
2015-08-15T03:26:00-04:00,"Bullets, bowling balls flew when gang beef flared at Dorchester lanes",Assault and battery,820 Morrissey Blvd.,02122
2015-08-15T00:35:00-04:00,Person stabbed in Allston,Stabbing,30 Holton St.,02134
2015-08-15T00:30:00-04:00,Two shot at Bromley-Heath,Shooting,26 Walden St.,02130
2015-08-14T21:45:00-04:00,Gunfire in Dorchester leaves one with a graze wound,Shooting,Olney St. and Everton St.,02121
2015-08-14T21:15:00-04:00,Gunfire in front of Boston Police headquarters,Gunfire,Tremont St. and Whittier St.,02120
2015-08-13T23:45:00-04:00,Two shot in Dorchester parking lot,Shooting,Hancock St. and Trull St.,02125
2015-08-13T16:35:00-04:00,Man shot in Dorchester,Shooting,43 Norton St.,02125
2015-08-12T22:15:00-04:00,"Three shot, two dead in Egleston Square",Murder,Ernst St. and Bragdon St.,02119
2015-08-12T22:15:00-04:00,"Three shot in Mattapan, one dead",Murder,41 Hosmer St.,02126
2015-08-10T23:55:00-04:00,Woman robbed at gunpoint near mayor&#039;s old house,Armed robbery,Savin Hill Ave. and Tuttle St.,02125
2015-08-10T14:15:00-04:00,Man stabbed in South End building,Stabbing,143 W. Brookline St.,02118
2015-08-08T16:40:00-04:00,"Police: Man faces gun, drug charges after driving by a traffic cop while smoking pot",Illegal gun possession,Dudley St. and Howard St.,02125
2015-08-08T02:15:00-04:00,Man shot in the head in Roxbury,Shooting,40 Annunciation Rd.,02120
2015-08-08T00:40:00-04:00,Grazed by bullet in Dudley Square,Shooting,Ziegler St. and Bethune Way,02119
2015-08-07T23:45:00-04:00,Gunfire erupts at three locations in Dorchester and Mattapan around same time; one victim shows up at the hospital,Shooting,Blue Hill Ave. and Clarkwood St.,02126
2015-08-07T07:30:00-04:00,Bicyclist killed by semi in Back Bay hit and run,Hit and run,Massachusetts Ave. and Beacon St.,02115
2015-08-07T02:48:00-04:00,"Cabbie tased, carjacked on Expressway; suspects crash cab in Mattapan",Carjacking,I-93,
2015-08-06T15:00:00-04:00,Man robbed at gunpoint and machetepoint in Jamaica Plain,Armed robbery,Chestnut Ave. and Centre St.,02130
2015-08-05T13:30:00-04:00,Man stabbed in Mattapan apartment,Stabbing,3 Mulvey St.,02126
2015-08-05T12:00:00-04:00,Allston corner freed from threat of taser fiend,Assault with a dangerous weapon,1229 Commonwealth Ave.,02134
2015-08-03T12:45:00-04:00,Three shot in Roxbury,Shooting,92 Academy Terrace,02119
2015-08-02T23:55:00-04:00,Man shot in Jamaica Plain,Shooting,21 Round Hill St.,02130
2015-08-01T18:00:00-04:00,Shooting in Roxbury,Shooting,Waumbeck St. and Harold St.,02121
2015-07-30T21:00:00-04:00,"Three robbed by men with a shotgun in Dorchester, Mattapan",Armed robbery,Mariposa St. and Sefton St.,02126
2015-07-30T21:00:00-04:00,"Three robbed by men with a shotgun in Dorchester, Mattapan",Armed robbery,911 Blue Hill Ave.,02124
2015-07-30T15:00:00-04:00,Man stabbed in South Boston,Stabbing,Patterson Way,02127
